arc,orig,dest,cost
1,1,6,7
2,1,24,6
3,1,46,9
4,1,110,2
5,2,6,5
6,2,10,3
7,2,24,6
8,2,32,7
9,2,45,8
10,2,46,4
11,2,55,2
12,2,56,9
13,2,62,3
14,2,66,9
15,2,77,10
16,2,91,3
17,2,95,1
18,2,110,4
19,3,15,5
20,3,73,3
21,3,76,4
22,3,109,3
23,3,113,7
24,4,57,2
25,4,89,8
26,4,90,2
27,4,96,9
28,4,99,11
29,5,40,8
30,5,42,10
31,5,58,11
32,5,67,2
33,5,74,10
34,5,75,4
35,5,92,1
36,5,98,3
37,6,1,7
38,6,2,5
39,6,10,0.4462004345664064
40,6,24,0.4266914414416353
41,6,46,0.14906247553341012
42,6,55,0.0854259864839076
43,6,62,0.31781860172285725
44,6,66,0.45560662336539964
45,6,91,0.2114850358948216
46,6,110,0.3969377140400761
47,7,16,0.41635631141035273
48,7,17,0.24415760507715573
49,7,27,0.10551786949205323
50,7,36,0.437403390718305
51,7,85,0.38558788976989644
52,7,106,0.11229997623633642
53,7,111,0.33233387503496115
54,8,9,0.4785939645253595
55,8,18,0.38319599223092987
56,8,23,0.4356810646967011
57,8,26,0.4588848318569393
58,8,29,0.3681470251503239
59,8,31,0.04198327656852221
60,8,33,0.48644335380355785
61,8,48,0.1263941957276452
62,8,60,0.3105843283308104
63,8,63,0.19381996096190104
64,8,70,0.10588120780552362
65,8,83,0.4124414326213201
66,8,97,0.4761717574958793
67,8,103,0.18177742932853863
68,8,104,0.43760841825657754
69,8,114,0.3786596915512503
70,8,115,0.1252090984953947
71,8,118,0.2190728131477511
72,9,8,0.12699596146120692
73,9,18,0.05585233885403088
74,9,26,0.3987891835837174
75,9,29,0.27999335846044243
76,9,31,0.4165367733368605
77,9,32,0.44690269603237387
78,9,33,0.3146514973871534
79,9,45,0.21373958206809626
80,9,48,0.1080592839223511
81,9,52,0.4628560217901335
82,9,54,0.2608378193133076
83,9,60,0.322149255477103
84,9,79,0.491630772885634
85,9,80,0.3750549232695854
86,9,83,0.48246746044005173
87,9,103,0.20137818363185353
88,9,104,0.20674065804814543
89,9,112,0.3624631532331845
90,9,118,0.16758043739620473
91,10,2,0.355151587944102
92,10,6,0.21176880866887143
93,10,55,0.313621815539484
94,10,62,0.4685674609323683
95,10,66,0.4144446454576373
96,10,91,0.2023006699567306
97,10,96,0.5124144353320101
98,11,19,0.35172506687526595
99,11,21,0.3768454409066848
100,11,23,0.12012350141414953
101,11,34,0.4994563813149518
102,11,40,0.08286879761891167
103,11,51,0.25236174022230884
104,11,59,0.452106678481844
105,11,63,0.2037677606461888
106,11,64,0.12129572340962448
107,11,67,0.10692307331382407
108,11,74,0.17567995646076143
109,11,82,0.3040240382208413
110,11,84,0.446172424891955
111,11,87,0.2777686507843724
112,11,88,0.48613221726694844
113,11,94,0.31637629645783677
114,11,107,0.43826622192566717
115,11,117,0.4480352510672719
116,11,118,0.25658367514454467
117,11,119,0.33452495548868016
118,12,14,0.45325530491927263
119,12,19,0.33219107332909215
120,12,28,0.37228966618947745
121,12,34,0.10766379637255195
122,12,44,0.05691625828008331
123,12,51,0.2742572991045045
124,12,58,0.1819425594134624
125,12,75,0.45766057682016004
126,12,82,0.2826654685996091
127,12,84,0.40817073852380203
128,12,87,0.25182318075940735
129,12,88,0.4081778208079102
130,12,101,0.3995214537901714
131,12,119,0.30267864103871117
132,13,37,0.34931358405380414
133,13,43,0.5107615550822862
134,13,50,0.30758812297147026
135,13,65,0.3214540413219398
136,13,71,0.44992310704806737
137,13,72,0.1950536483389589
138,13,73,0.3155427176320031
139,13,76,0.4240460444374426
140,13,78,0.2488066323027096
141,13,86,0.10599392538271604
142,13,100,0.4857016102732751
143,13,113,0.5025993541871634
144,13,116,0.158851090787246
145,14,12,0.3342407150703462
146,14,19,0.46076577066064883
147,14,28,0.45523526391981994
148,14,34,0.19269762968618626
149,14,44,0.33497846976839113
150,14,51,0.30816394356833227
151,14,58,0.1918787752082885
152,14,75,0.4243270368890114
153,14,82,0.44026747687131484
154,14,84,0.19092909686870085
155,14,87,0.2965910034680157
156,14,88,0.3734252489611963
157,14,94,0.3731330537916445
158,14,101,0.3653825780909298
159,14,119,0.284868028262702
160,15,3,0.2790205285926273
161,15,73,0.3071769030974568
162,15,76,0.331044017814782
163,15,109,0.2593399200889538
164,15,113,0.4948033103588115
165,16,7,0.3858367922114305
166,16,27,0.446937067284097
167,16,35,0.21060329351187987
168,16,49,0.12473706818273819
169,16,68,0.41142144409491865
170,16,85,0.30447540592257094
171,16,106,0.2499939998259522
172,16,108,0.49915255130030034
173,16,111,0.4304874652912793
174,17,7,0.10655874500634273
175,17,36,0.31303518823710597
176,17,102,0.5313320291378357
177,17,120,0.3469357314651077
178,18,8,0.25069140759020575
179,18,9,0.18929784623267099
180,18,21,0.4972443473494324
181,18,26,0.49330722010470135
182,18,29,0.295203259964759
183,18,31,0.14614650528956327
184,18,33,0.3184124080182691
185,18,38,0.4621123391959212
186,18,48,0.43891362570808323
187,18,52,0.2921007858563183
188,18,53,0.04149619271554264
189,18,57,0.4071492940444837
190,18,60,0.48238904939278965
191,18,83,0.4635807924957838
192,18,103,0.4118484156375484
193,18,104,0.46230397148189833
194,18,118,0.25030659283100826
195,19,11,0.2037127523728835
196,19,12,0.19144362483278746
197,19,14,0.06607637776177623
198,19,23,0.40221619792334584
199,19,28,0.4409230104940085
200,19,34,0.49581241643051877
201,19,44,0.42217118666780773
202,19,51,0.32892340089808664
203,19,58,0.44438175573882877
204,19,63,0.42939876022741424
205,19,64,0.35130757447273325
206,19,82,0.19145287474085082
207,19,84,0.12968414230355518
208,19,87,0.22933478446585076
209,19,88,0.23875041175462328
210,19,93,0.48520871120796544
211,19,94,0.3382855286991154
212,19,101,0.2306160159814371
213,19,105,0.44221290959543896
214,19,119,0.0656475705920185
215,20,22,0.13518455482632613
216,20,25,0.33006675437755245
217,20,41,0.3638445338659619
218,20,45,0.49351314294235826
219,20,47,0.43171397059016975
220,20,54,0.33308841801306305
221,20,56,0.4906729722039393
222,20,79,0.35096547440573655
223,20,81,0.34988193132133527
224,21,11,0.40037867442644914
225,21,18,0.2226032259298323
226,21,23,0.3455017743351482
227,21,33,0.1032851200749234
228,21,38,0.5154620810274064
229,21,40,0.4466196777364201
230,21,42,0.05306858034801963
231,21,51,0.5042013542023962
232,21,59,0.4390202142375961
233,21,63,0.2356336352448161
234,21,64,0.3745287183114998
235,21,67,0.10675019227676645
236,21,74,0.4916652432653201
237,21,82,0.052396971032977496
238,21,83,0.4971911489431037
239,21,90,0.5199150650676145
240,21,99,0.14393044748457817
241,21,107,0.2387673277105387
242,21,117,0.3890079049049283
243,21,118,0.134453496261588
244,22,20,0.15939723417860283
245,22,25,0.4056455916798635
246,22,41,0.43110694838470776
247,22,54,0.4845966574542015
248,22,81,0.433060952456645
249,23,8,0.49952555303202906
250,23,11,0.15031428012177409
251,23,19,0.38293572734598624
252,23,21,0.25610728889753837
253,23,31,0.11773713976636846
254,23,33,0.09684285868831785
255,23,34,0.37356199227253
256,23,51,0.23692077311509874
257,23,59,0.37205539306339025
258,23,63,0.44719706272572085
259,23,64,0.4942207403852643
260,23,67,0.38113126077669596
261,23,70,0.36406048819310116
262,23,82,0.35280014381230185
263,23,83,0.48067722304576055
264,23,84,0.3263807771444219
265,23,87,0.3365114597571061
266,23,88,0.3406275794404227
267,23,93,0.47901387064837
268,23,94,0.2744664599449284
269,23,97,0.4659216490693856
270,23,107,0.5126872422694523
271,23,117,0.45141536297312046
272,23,118,0.183825518855204
273,23,119,0.06332205923106028
274,24,1,0.2548213226798538
275,24,2,0.4395408045510845
276,24,6,0.47345635345528436
277,24,46,0.2851337336204348
278,24,62,0.1728350413751016
279,24,77,0.20261293690485374
280,24,110,0.4462897070214255
281,25,20,0.1753882517091602
282,25,22,0.47707722625861104
283,25,41,0.5009060910281495
284,25,45,0.18455366379652327
285,25,47,0.4762674319674022
286,25,54,0.18783768084471106
287,25,56,0.45250471478857224
288,25,79,0.38391245317988487
289,25,81,0.2688464850822194
290,26,8,0.49621824487818317
291,26,9,0.27013919760506655
292,26,18,0.3485900162490458
293,26,29,0.29055948346080773
294,26,31,0.43049586205566476
295,26,32,0.23023960212726333
296,26,33,0.3643605346316241
297,26,47,0.05297385065317861
298,26,48,0.05203574100553952
299,26,52,0.5136454251675657
300,26,60,0.4883685135346927
301,26,80,0.37174654174341887
302,26,83,0.06286163475353639
303,26,97,0.18637127562401798
304,26,103,0.13218677521955158
305,26,104,0.11983164566860038
306,26,112,0.3423109103764371
307,26,115,0.2699343000840289
308,27,7,0.20345207653769135
309,27,16,0.2883757505080832
310,27,35,0.34783898844756567
311,27,39,0.4478381041455506
312,27,49,0.3543485001153091
313,27,61,0.49835036090614654
314,27,68,0.16013870396640803
315,27,69,0.10015813147194891
316,27,85,0.3616553219204683
317,27,106,0.33786546276507146
318,27,108,0.1952576700924385
319,27,111,0.4592183744434046
320,28,12,0.41052227703667865
321,28,14,0.38096685284675824
322,28,19,0.2819584440067457
323,28,34,0.2803740908331243
324,28,44,0.48446141750044985
325,28,51,0.44818476205164937
326,28,58,0.20991680336260787
327,28,75,0.3887851693104148
328,28,82,0.4116747023440481
329,28,87,0.20233481509947185
330,28,101,0.40833874395410324
331,29,8,0.29908437671063065
332,29,9,0.31011456556159356
333,29,18,0.4284909814754076
334,29,26,0.12966520523134584
335,29,31,0.3145422423953412
336,29,32,0.35676916338114856
337,29,33,0.24013001244891208
338,29,47,0.2086012085501074
339,29,48,0.10540147033318906
340,29,52,0.38579939198196334
341,29,60,0.27651649020997554
342,29,65,0.10513268558660191
343,29,70,0.30443608464552246
344,29,80,0.4382646264783933
345,29,83,0.4980160021682956
346,29,97,0.18312693587561368
347,29,103,0.20525917555258424
348,29,104,0.2556371168438787
349,29,112,0.3914488896531089
350,29,114,0.3220866260923322
351,29,115,0.13451062453917903
352,30,36,0.34054627436425405
353,30,61,0.46011011934184454
354,30,69,0.28800251809981375
355,30,101,0.12624566244850594
356,30,102,0.14595350631134638
357,30,105,0.16132692999320966
358,31,8,0.14252765584645594
359,31,9,0.48555148051330255
360,31,18,0.3868471717966626
361,31,23,0.3802934148814459
362,31,26,0.3937077934040018
363,31,29,0.2899758115032401
364,31,33,0.26077441750018626
365,31,48,0.35520327963883164
366,31,52,0.29069135372421095
367,31,60,0.5086457863200412
368,31,63,0.26391074239366685
369,31,70,0.35606508382844954
370,31,83,0.22889468794585296
371,31,97,0.4007410201455535
372,31,103,0.2028883509681462
373,31,104,0.41363390013251533
374,31,114,0.2611774768310103
375,31,115,0.4249185834467257
376,31,118,0.23490265868189805
377,32,2,0.4495669595528757
378,32,9,0.22981949794833237
379,32,26,0.48172963459471346
380,32,29,0.1948882885074433
381,32,45,0.4006348203080964
382,32,52,0.2552208377901706
383,32,53,0.45687970504398584
384,32,54,0.4507045622156973
385,32,55,0.28873533188164907
386,32,60,0.33259541081366695
387,32,77,0.46056905788794106
388,32,79,0.35653423882693386
389,32,95,0.043957161621647034
390,32,104,0.3901241072536428
391,32,112,0.40581761164812885
392,33,8,0.33715249931878916
393,33,9,0.42934371704970337
394,33,18,0.4651430901888496
395,33,21,0.2229331351753523
396,33,23,0.18880075973873658
397,33,26,0.14651100023196184
398,33,29,0.42847239319496183
399,33,31,0.22273920220453927
400,33,38,0.39526160549036193
401,33,48,0.19055853970697634
402,33,52,0.4082671685784247
403,33,59,0.29845030035806025
404,33,63,0.1399798404516505
405,33,64,0.3600119620395903
406,33,70,0.44870757131084227
407,33,83,0.22687378151518772
408,33,97,0.31821696964448165
409,33,103,0.48306301840624966
410,33,104,0.15016456179764454
411,33,117,0.2535443362073588
412,33,118,0.010343615346434291
413,34,11,0.1675364677475563
414,34,12,0.0905978931578867
415,34,14,0.4187988618085272
416,34,19,0.3182536982587922
417,34,23,0.3523778046611878
418,34,28,0.239839737358385
419,34,44,0.29645664407327543
420,34,51,0.18719830663126266
421,34,58,0.30571501069714574
422,34,63,0.3027418290466025
423,34,64,0.3961950823197346
424,34,67,0.3135084153785061
425,34,75,0.45133404209401035
426,34,82,0.22822739791608537
427,34,84,0.2507708521432298
428,34,87,0.4443987456436705
429,34,88,0.4346414444999713
430,34,94,0.47937538915948785
431,34,101,0.30048920416653685
432,34,107,0.478239033742673
433,34,117,0.49140825947922456
434,34,119,0.33437318493837515
435,35,16,0.2738452383932384
436,35,27,0.43132117737048037
437,35,49,0.2952003668955211
438,35,68,0.49345778351348674
439,35,72,0.1509619633027967
440,35,78,0.1496912430155642
441,35,85,0.3060069533092756
442,35,100,0.3937309242616499
443,35,108,0.1405736330137686
444,35,109,0.2871668563436647
445,36,7,0.18456656435993538
446,36,17,0.5199753326288385
447,36,30,0.12267240681576035
448,36,102,0.4954706368636364
449,36,111,0.12441831678163721
450,36,120,0.2634408179723951
451,37,13,0.3184541200361518
452,37,43,0.4259814609957587
453,37,47,0.25506502726400054
454,37,50,0.38097350964750987
455,37,65,0.41490117032255164
456,37,71,0.26969019122410415
457,37,73,0.25346315900038
458,37,78,0.23333162593030438
459,37,80,0.45117033995594064
460,37,86,0.336069792466658
461,37,100,0.3243125038430527
462,37,113,0.1434967869856668
463,37,116,0.355515369620602
464,38,18,0.45158172324435725
465,38,21,0.21629486775736714
466,38,33,0.010170054770771793
467,38,40,0.3142746047016082
468,38,52,0.4916805973426949
469,38,53,0.14490780086949237
470,38,57,0.2714576895051031
471,38,59,0.1616422014090251
472,38,64,0.0995984094902684
473,38,83,0.4423512729394897
474,38,89,0.36361681536194174
475,38,99,0.1588463710928889
476,38,107,0.21682581019138167
477,38,117,0.3846618045385657
478,38,118,0.16219516814552612
479,39,27,0.48000202612280735
480,39,61,0.32528747991390183
481,39,65,0.28489672834677005
482,39,68,0.2606720728675302
483,39,69,0.16292378690169745
484,39,70,0.23174667216905342
485,39,93,0.4063393503845209
486,39,94,0.24135988817243553
487,39,97,0.14051428889392928
488,39,106,0.40534643205407545
489,39,108,0.46123777608582867
490,39,114,0.37677945591005263
491,39,115,0.1883107165062193
492,40,5,0.09022558529157772
493,40,11,0.22748111501540458
494,40,21,0.19240639597737982
495,40,38,0.23715285001505246
496,40,42,0.09993996777342426
497,40,51,0.24111080194043444
498,40,59,0.3474801108693644
499,40,64,0.2836472331250267
500,40,67,0.17401955098061725
501,40,74,0.46659010249052335
502,40,82,0.20795437035377615
503,40,90,0.27128066641258053
504,40,107,0.46851923552845676
505,40,117,0.4038994238561103
506,41,20,0.2058886243556794
507,41,22,0.37840326560987814
508,41,25,0.22508668036000135
509,41,47,0.04342127090056745
510,41,54,0.4177590784399001
511,41,56,0.4389900293401844
512,41,71,0.24376251768378232
513,41,79,0.4991605405862901
514,41,81,0.3207801932904439
515,42,5,0.4396522713697412
516,42,21,0.34479435592252866
517,42,40,0.3977310842742228
518,42,59,0.4803262123204783
519,42,67,0.389190806046889
520,42,74,0.4164857643639156
521,42,90,0.1232404348227655
522,42,92,0.491386826648901
523,42,98,0.13274135760135053
524,42,117,0.1244307903190418
525,43,13,0.3616060881899246
526,43,37,0.08167908190260202
527,43,47,0.4103818455756114
528,43,50,0.3844091509612946
529,43,71,0.3086107033450725
530,43,73,0.14319688972598005
531,43,78,0.2312261449793956
532,43,80,0.5012042244076805
533,43,86,0.2788481049683979
