arc,orig,dest,cost
1,1,46,7.0
2,1,61,6.0
3,1,112,9.0
4,1,160,2.0
5,2,5,5.0
6,2,9,3.0
7,2,12,6.0
8,2,18,7.0
9,2,22,8.0
10,2,27,4.0
11,2,36,2.0
12,2,43,9.0
13,2,59,3.0
14,2,79,9.0
15,2,93,10.0
16,2,113,3.0
17,2,125,1.0
18,2,126,4.0
19,2,137,5.0
20,2,147,3.0
21,2,155,4.0
22,2,165,3.0
23,3,17,7.0
24,3,19,2.0
25,3,69,8.0
26,3,81,2.0
27,3,161,9.0
28,4,8,11.0
29,4,30,8.0
30,4,39,10.0
31,4,77,11.0
32,4,82,2.0
33,4,92,10.0
34,4,98,4.0
35,4,142,1.0
36,4,162,3.0
37,4,171,7.0
38,5,2,5.0
39,5,9,0.4462004345664064
40,5,14,0.4266914414416353
41,5,18,0.14906247553341012
42,5,22,0.0854259864839076
43,5,27,0.31781860172285725
44,5,32,0.45560662336539964
45,5,35,0.2114850358948216
46,5,59,0.3969377140400761
47,5,60,0.41635631141035273
48,5,89,0.24415760507715573
49,5,106,0.10551786949205323
50,5,123,0.437403390718305
51,5,125,0.38558788976989644
52,5,126,0.11229997623633642
53,5,130,0.33233387503496115
54,5,137,0.4785939645253595
55,6,16,0.38319599223092987
56,6,71,0.4356810646967011
57,6,78,0.4588848318569393
58,6,105,0.3681470251503239
59,6,156,0.04198327656852221
60,6,164,0.48644335380355785
61,7,47,0.1263941957276452
62,7,56,0.3105843283308104
63,7,86,0.19381996096190104
64,7,91,0.10588120780552362
65,7,128,0.4124414326213201
66,7,140,0.4761717574958793
67,7,150,0.18177742932853863
68,7,163,0.43760841825657754
69,7,170,0.3786596915512503
70,8,4,0.1252090984953947
71,8,39,0.2190728131477511
72,8,98,0.12699596146120692
73,8,142,0.05585233885403088
74,9,2,0.3987891835837174
75,9,5,0.27999335846044243
76,9,18,0.4165367733368605
77,9,22,0.44690269603237387
78,9,27,0.3146514973871534
79,9,59,0.21373958206809626
80,9,60,0.1080592839223511
81,9,64,0.4628560217901335
82,9,79,0.2608378193133076
83,9,106,0.322149255477103
84,9,123,0.491630772885634
85,9,137,0.3750549232695854
86,9,139,0.48246746044005173
87,10,20,0.20137818363185353
88,10,72,0.20674065804814543
89,10,87,0.3624631532331845
90,10,133,0.16758043739620473
91,10,135,0.355151587944102
92,10,143,0.21176880866887143
93,10,154,0.313621815539484
94,10,158,0.4685674609323683
95,10,168,0.4144446454576373
96,10,180,0.2023006699567306
97,11,23,0.5124144353320101
