arc,orig,dest,cost
1,1,10,7
2,1,18,6
3,1,26,9
4,1,31,2
5,1,68,5
6,2,6,3
7,2,7,6
8,2,8,7
9,2,22,8
10,2,23,4
11,2,34,2
12,2,37,9
13,2,72,3
14,2,75,9
15,2,77,10
16,2,78,3
17,3,4,1
18,3,5,4
19,3,13,5
20,3,16,3
21,3,22,4
22,3,27,3
23,3,42,7
24,3,45,2
25,3,47,8
26,3,55,2
27,3,71,9
28,3,72,11
29,4,3,8
30,4,5,10
31,4,13,11
32,4,27,2
33,4,42,10
34,4,43,4
35,4,44,1
36,4,45,3
37,4,47,7
38,4,55,5
39,4,58,0.4462004345664064
40,4,71,0.4266914414416353
41,4,73,0.14906247553341012
42,4,74,0.0854259864839076
43,5,3,0.31781860172285725
44,5,4,0.45560662336539964
45,5,13,0.2114850358948216
46,5,27,0.3969377140400761
47,5,42,0.41635631141035273
48,5,43,0.24415760507715573
49,5,44,0.10551786949205323
50,5,45,0.437403390718305
51,5,47,0.38558788976989644
52,5,55,0.11229997623633642
53,5,58,0.33233387503496115
54,5,62,0.4785939645253595
55,5,71,0.38319599223092987
56,5,73,0.4356810646967011
57,5,74,0.4588848318569393
58,6,2,0.3681470251503239
59,6,7,0.04198327656852221
60,6,15,0.48644335380355785
61,6,34,0.1263941957276452
62,6,77,0.3105843283308104
63,6,78,0.19381996096190104
64,7,2,0.10588120780552362
65,7,6,0.4124414326213201
66,7,8,0.4761717574958793
67,7,15,0.18177742932853863
68,7,22,0.43760841825657754
69,7,34,0.3786596915512503
70,7,37,0.1252090984953947
71,7,45,0.2190728131477511
72,7,49,0.12699596146120692
73,7,71,0.05585233885403088
74,7,72,0.3987891835837174
75,7,77,0.27999335846044243
76,7,78,0.4165367733368605
77,8,2,0.44690269603237387
78,8,7,0.3146514973871534
79,8,17,0.21373958206809626
80,8,23,0.1080592839223511
81,8,33,0.4628560217901335
82,8,34,0.2608378193133076
83,8,37,0.322149255477103
84,8,38,0.491630772885634
85,8,49,0.3750549232695854
86,8,57,0.48246746044005173
87,8,69,0.20137818363185353
88,8,75,0.20674065804814543
89,8,77,0.3624631532331845
90,9,24,0.16758043739620473
91,9,29,0.355151587944102
92,9,32,0.21176880866887143
93,9,35,0.313621815539484
94,9,38,0.4685674609323683
95,9,39,0.4144446454576373
96,9,49,0.2023006699567306
97,9,51,0.5124144353320101
98,9,53,0.35172506687526595
99,9,54,0.3768454409066848
100,9,57,0.12012350141414953
101,9,60,0.4994563813149518
102,9,62,0.08286879761891167
103,9,66,0.25236174022230884
104,9,67,0.452106678481844
105,9,70,0.2037677606461888
106,9,76,0.12129572340962448
107,9,79,0.10692307331382407
108,10,1,0.17567995646076143
109,10,18,0.3040240382208413
110,10,20,0.446172424891955
111,10,26,0.2777686507843724
112,10,31,0.48613221726694844
113,10,41,0.31637629645783677
114,10,53,0.43826622192566717
115,10,59,0.4480352510672719
116,10,68,0.25658367514454467
117,11,12,0.33452495548868016
118,11,14,0.45325530491927263
119,11,19,0.33219107332909215
120,11,21,0.37228966618947745
121,11,28,0.10766379637255195
122,11,48,0.05691625828008331
123,11,60,0.2742572991045045
124,11,61,0.1819425594134624
125,11,66,0.45766057682016004
126,11,76,0.2826654685996091
127,11,79,0.40817073852380203
128,12,11,0.25182318075940735
129,12,14,0.4081778208079102
130,12,19,0.3995214537901714
131,12,21,0.30267864103871117
132,12,28,0.34931358405380414
133,12,36,0.5107615550822862
134,12,48,0.30758812297147026
135,12,60,0.3214540413219398
136,12,61,0.44992310704806737
137,12,65,0.1950536483389589
138,12,66,0.3155427176320031
139,12,76,0.4240460444374426
140,13,3,0.2488066323027096
141,13,4,0.10599392538271604
142,13,5,0.4857016102732751
143,13,27,0.5025993541871634
144,13,39,0.158851090787246
145,13,42,0.3342407150703462
146,13,43,0.46076577066064883
147,13,45,0.45523526391981994
148,13,47,0.19269762968618626
149,13,52,0.33497846976839113
150,13,54,0.30816394356833227
151,13,55,0.1918787752082885
152,13,58,0.4243270368890114
153,13,62,0.44026747687131484
154,13,71,0.19092909686870085
155,13,73,0.2965910034680157
156,13,74,0.3734252489611963
157,14,11,0.3731330537916445
158,14,12,0.3653825780909298
159,14,19,0.284868028262702
160,14,21,0.2790205285926273
161,14,28,0.3071769030974568
162,14,36,0.331044017814782
163,14,48,0.2593399200889538
164,14,61,0.4948033103588115
165,14,65,0.3858367922114305
166,14,66,0.446937067284097
167,15,6,0.21060329351187987
168,15,7,0.12473706818273819
169,15,16,0.41142144409491865
170,15,22,0.30447540592257094
171,15,72,0.2499939998259522
172,15,77,0.49915255130030034
173,15,78,0.4304874652912793
174,16,3,0.10655874500634273
175,16,15,0.31303518823710597
176,16,22,0.5313320291378357
177,16,27,0.3469357314651077
178,16,42,0.25069140759020575
179,16,45,0.18929784623267099
180,16,72,0.4972443473494324
181,16,78,0.49330722010470135
182,17,8,0.295203259964759
183,17,18,0.14614650528956327
184,17,23,0.3184124080182691
185,17,33,0.4621123391959212
186,17,35,0.43891362570808323
187,17,37,0.2921007858563183
188,17,38,0.04149619271554264
189,17,41,0.4071492940444837
190,17,53,0.48238904939278965
191,17,57,0.4635807924957838
192,17,59,0.4118484156375484
193,17,69,0.46230397148189833
194,17,75,0.25030659283100826
195,18,1,0.2037127523728835
196,18,10,0.19144362483278746
197,18,17,0.06607637776177623
198,18,20,0.40221619792334584
199,18,26,0.4409230104940085
200,18,31,0.49581241643051877
201,18,41,0.42217118666780773
202,18,53,0.32892340089808664
203,18,59,0.44438175573882877
204,18,68,0.42939876022741424
205,18,69,0.35130757447273325
206,19,11,0.19145287474085082
207,19,12,0.12968414230355518
208,19,14,0.22933478446585076
209,19,21,0.23875041175462328
210,19,28,0.48520871120796544
211,19,36,0.3382855286991154
212,19,48,0.2306160159814371
213,19,61,0.44221290959543896
214,19,65,0.0656475705920185
215,20,10,0.13518455482632613
216,20,18,0.33006675437755245
217,20,29,0.3638445338659619
218,20,41,0.49351314294235826
219,20,53,0.43171397059016975
220,20,57,0.33308841801306305
221,20,59,0.4906729722039393
222,20,68,0.35096547440573655
223,21,11,0.34988193132133527
224,21,12,0.40037867442644914
225,21,14,0.2226032259298323
226,21,19,0.3455017743351482
227,21,28,0.1032851200749234
228,21,36,0.5154620810274064
229,21,48,0.4466196777364201
230,21,60,0.05306858034801963
231,21,61,0.5042013542023962
232,21,66,0.4390202142375961
233,21,76,0.2356336352448161
234,22,2,0.3745287183114998
235,22,3,0.10675019227676645
236,22,7,0.4916652432653201
237,22,15,0.052396971032977496
238,22,16,0.4971911489431037
239,22,37,0.5199150650676145
240,22,45,0.14393044748457817
241,22,47,0.2387673277105387
242,22,49,0.3890079049049283
243,22,71,0.134453496261588
244,22,72,0.15939723417860283
245,22,77,0.4056455916798635
246,22,78,0.43110694838470776
247,23,2,0.4845966574542015
248,23,8,0.433060952456645
249,23,17,0.49952555303202906
250,23,33,0.15031428012177409
251,23,34,0.38293572734598624
252,23,37,0.25610728889753837
253,23,38,0.11773713976636846
254,23,69,0.09684285868831785
255,23,75,0.37356199227253
256,24,9,0.23692077311509874
257,24,30,0.37205539306339025
258,24,32,0.44719706272572085
259,24,35,0.4942207403852643
260,24,39,0.38113126077669596
261,24,47,0.36406048819310116
262,24,49,0.35280014381230185
263,24,51,0.48067722304576055
264,24,52,0.3263807771444219
265,24,54,0.3365114597571061
266,24,62,0.3406275794404227
267,24,67,0.47901387064837
268,24,70,0.2744664599449284
269,24,71,0.4659216490693856
270,24,74,0.5126872422694523
271,24,79,0.45141536297312046
272,25,30,0.183825518855204
273,25,39,0.06332205923106028
274,25,40,0.2548213226798538
275,25,46,0.4395408045510845
276,25,48,0.47345635345528436
277,25,51,0.2851337336204348
278,25,52,0.1728350413751016
279,25,54,0.20261293690485374
280,25,60,0.4462897070214255
281,25,61,0.1753882517091602
282,25,62,0.47707722625861104
283,25,63,0.5009060910281495
284,25,67,0.18455366379652327
285,25,79,0.4762674319674022
286,26,1,0.18783768084471106
287,26,10,0.45250471478857224
288,26,18,0.38391245317988487
289,26,31,0.2688464850822194
290,26,41,0.49621824487818317
291,26,68,0.27013919760506655
292,27,3,0.3485900162490458
293,27,4,0.29055948346080773
294,27,5,0.43049586205566476
295,27,13,0.23023960212726333
296,27,16,0.3643605346316241
297,27,42,0.05297385065317861
298,27,44,0.05203574100553952
299,27,45,0.5136454251675657
300,27,47,0.4883685135346927
301,27,55,0.37174654174341887
302,28,11,0.06286163475353639
303,28,12,0.18637127562401798
304,28,14,0.13218677521955158
305,28,19,0.11983164566860038
306,28,21,0.3423109103764371
