arc,orig,dest,cost
1,1,56,7
2,1,128,6
3,2,10,9
4,2,32,2
5,2,51,5
6,2,55,3
7,2,57,6
8,2,78,7
9,2,94,8
10,3,16,4
11,3,28,2
12,3,35,9
13,3,36,3
14,3,44,9
15,3,64,10
16,3,92,3
17,3,93,1
18,3,109,4
19,3,110,5
20,4,25,3
21,4,27,4
22,4,50,3
23,4,56,7
24,4,72,2
25,4,75,8
26,4,113,2
27,5,29,9
28,5,82,11
29,5,95,8
30,5,140,10
31,6,12,11
32,6,15,2
33,6,20,10
34,6,58,4
35,6,59,1
36,6,66,3
37,6,70,7
38,6,106,5
39,6,115,0.4462004345664064
40,7,9,0.4266914414416353
41,7,10,0.14906247553341012
42,7,32,0.0854259864839076
43,7,57,0.31781860172285725
44,7,59,0.45560662336539964
45,7,94,0.2114850358948216
46,7,99,0.3969377140400761
47,7,116,0.41635631141035273
48,7,126,0.24415760507715573
49,8,38,0.10551786949205323
50,8,46,0.437403390718305
51,8,48,0.38558788976989644
52,8,100,0.11229997623633642
53,8,135,0.33233387503496115
54,9,7,0.4785939645253595
55,9,64,0.38319599223092987
56,9,80,0.4356810646967011
57,9,99,0.4588848318569393
58,10,2,0.3681470251503239
59,10,7,0.04198327656852221
60,10,24,0.48644335380355785
61,10,32,0.1263941957276452
62,10,52,0.3105843283308104
63,10,54,0.19381996096190104
64,10,55,0.10588120780552362
65,10,57,0.4124414326213201
66,10,65,0.4761717574958793
67,10,80,0.18177742932853863
68,10,94,0.43760841825657754
69,10,99,0.3786596915512503
70,11,61,0.1252090984953947
71,11,88,0.2190728131477511
72,11,90,0.12699596146120692
73,11,96,0.05585233885403088
74,11,97,0.3987891835837174
75,11,108,0.27999335846044243
76,11,121,0.4165367733368605
77,11,138,0.44690269603237387
78,12,6,0.3146514973871534
79,12,15,0.21373958206809626
80,12,20,0.1080592839223511
81,12,106,0.4628560217901335
82,12,112,0.2608378193133076
83,12,134,0.322149255477103
84,12,135,0.491630772885634
85,13,43,0.3750549232695854
86,13,91,0.48246746044005173
87,13,105,0.20137818363185353
88,13,118,0.20674065804814543
89,13,124,0.3624631532331845
90,13,125,0.16758043739620473
91,13,129,0.355151587944102
92,13,136,0.21176880866887143
93,14,23,0.313621815539484
94,14,41,0.4685674609323683
95,14,71,0.4144446454576373
96,14,77,0.2023006699567306
97,14,79,0.5124144353320101
98,14,86,0.35172506687526595
99,14,96,0.3768454409066848
100,14,103,0.12012350141414953
101,14,120,0.4994563813149518
102,14,132,0.08286879761891167
103,14,138,0.25236174022230884
104,15,6,0.452106678481844
105,15,12,0.2037677606461888
106,15,20,0.12129572340962448
107,15,106,0.10692307331382407
108,15,112,0.17567995646076143
109,15,134,0.3040240382208413
110,15,135,0.446172424891955
111,16,3,0.2777686507843724
112,16,35,0.48613221726694844
113,16,36,0.31637629645783677
114,16,42,0.43826622192566717
115,16,44,0.4480352510672719
116,16,47,0.25658367514454467
117,16,64,0.33452495548868016
118,16,91,0.45325530491927263
119,16,92,0.33219107332909215
120,16,109,0.37228966618947745
121,16,110,0.10766379637255195
122,16,122,0.05691625828008331
123,16,124,0.2742572991045045
124,16,129,0.1819425594134624
125,17,20,0.45766057682016004
126,17,32,0.2826654685996091
127,17,59,0.40817073852380203
128,17,66,0.25182318075940735
129,17,115,0.4081778208079102
130,17,130,0.3995214537901714
131,18,61,0.30267864103871117
132,18,87,0.34931358405380414
133,18,88,0.5107615550822862
134,18,101,0.30758812297147026
135,18,127,0.3214540413219398
136,19,25,0.44992310704806737
137,19,40,0.1950536483389589
138,19,72,0.3155427176320031
139,19,73,0.4240460444374426
140,19,81,0.2488066323027096
141,19,85,0.10599392538271604
142,19,110,0.4857016102732751
143,19,114,0.5025993541871634
144,20,6,0.158851090787246
145,20,12,0.3342407150703462
146,20,15,0.46076577066064883
147,20,17,0.45523526391981994
148,20,59,0.19269762968618626
149,20,66,0.33497846976839113
150,20,100,0.30816394356833227
151,20,115,0.1918787752082885
152,20,130,0.4243270368890114
153,21,30,0.44026747687131484
154,21,69,0.19092909686870085
155,21,76,0.2965910034680157
156,21,111,0.3734252489611963
157,22,39,0.3731330537916445
158,22,88,0.3653825780909298
159,22,97,0.284868028262702
160,22,121,0.2790205285926273
161,22,132,0.3071769030974568
162,22,138,0.331044017814782
163,23,14,0.2593399200889538
164,23,41,0.4948033103588115
165,23,71,0.3858367922114305
166,23,77,0.446937067284097
167,23,79,0.21060329351187987
168,23,103,0.12473706818273819
169,23,117,0.41142144409491865
170,23,120,0.30447540592257094
171,23,137,0.2499939998259522
172,24,10,0.49915255130030034
173,24,37,0.4304874652912793
174,24,52,0.10655874500634273
175,24,53,0.31303518823710597
176,24,54,0.5313320291378357
177,24,55,0.3469357314651077
