arc,orig,dest,cost
1,1,19,7
2,1,27,6
3,1,37,9
4,1,52,2
5,2,5,5
6,2,7,3
7,2,11,6
8,2,12,7
9,2,17,8
10,2,29,4
11,2,30,2
12,2,33,9
13,2,35,3
14,2,39,9
15,2,42,10
16,2,50,3
17,2,54,1
18,2,56,4
19,3,10,5
20,3,11,3
21,3,12,4
22,3,13,3
23,3,17,7
24,3,18,2
25,3,22,8
26,3,30,2
27,3,31,9
28,3,33,11
29,3,34,8
30,3,35,10
31,3,36,11
32,3,39,2
33,3,47,10
34,3,48,4
35,3,50,1
36,3,54,3
37,4,15,7
38,4,16,5
39,4,26,0.4462004345664064
40,4,28,0.4266914414416353
41,4,38,0.14906247553341012
42,4,41,0.0854259864839076
43,4,49,0.31781860172285725
44,4,53,0.45560662336539964
45,4,59,0.2114850358948216
46,5,2,0.3969377140400761
47,5,7,0.41635631141035273
48,5,11,0.24415760507715573
49,5,12,0.10551786949205323
50,5,13,0.437403390718305
51,5,17,0.38558788976989644
52,5,29,0.11229997623633642
53,5,30,0.33233387503496115
54,5,33,0.4785939645253595
55,5,35,0.38319599223092987
56,5,39,0.4356810646967011
57,5,42,0.4588848318569393
58,5,46,0.3681470251503239
59,5,50,0.04198327656852221
60,5,54,0.48644335380355785
61,5,56,0.1263941957276452
62,6,8,0.3105843283308104
63,6,14,0.19381996096190104
64,6,21,0.10588120780552362
65,6,44,0.4124414326213201
66,6,55,0.4761717574958793
67,6,60,0.18177742932853863
68,7,2,0.43760841825657754
69,7,5,0.3786596915512503
70,7,11,0.1252090984953947
71,7,17,0.2190728131477511
72,7,18,0.12699596146120692
73,7,30,0.05585233885403088
74,7,32,0.3987891835837174
75,7,35,0.27999335846044243
76,7,42,0.4165367733368605
77,7,43,0.44690269603237387
78,7,45,0.3146514973871534
79,7,46,0.21373958206809626
80,7,57,0.1080592839223511
81,7,58,0.4628560217901335
82,8,6,0.2608378193133076
83,8,10,0.322149255477103
84,8,14,0.491630772885634
85,8,20,0.3750549232695854
86,8,21,0.48246746044005173
87,8,24,0.20137818363185353
88,8,36,0.20674065804814543
89,8,40,0.3624631532331845
90,8,44,0.16758043739620473
91,8,55,0.355151587944102
92,8,59,0.21176880866887143
93,9,19,0.313621815539484
94,9,23,0.4685674609323683
95,9,25,0.4144446454576373
96,9,27,0.2023006699567306
97,9,37,0.5124144353320101
98,9,47,0.35172506687526595
99,9,48,0.3768454409066848
100,9,52,0.12012350141414953
101,10,3,0.4994563813149518
102,10,8,0.08286879761891167
103,10,12,0.25236174022230884
104,10,13,0.452106678481844
105,10,14,0.2037677606461888
106,10,20,0.12129572340962448
107,10,22,0.10692307331382407
108,10,24,0.17567995646076143
109,10,31,0.3040240382208413
110,10,34,0.446172424891955
111,10,36,0.2777686507843724
112,10,40,0.48613221726694844
113,10,49,0.31637629645783677
114,11,2,0.43826622192566717
115,11,3,0.4480352510672719
116,11,5,0.25658367514454467
117,11,7,0.33452495548868016
118,11,12,0.45325530491927263
119,11,13,0.33219107332909215
120,11,17,0.37228966618947745
121,11,29,0.10766379637255195
122,11,30,0.05691625828008331
123,11,33,0.2742572991045045
124,11,34,0.1819425594134624
125,11,35,0.45766057682016004
126,11,39,0.2826654685996091
127,11,42,0.40817073852380203
128,11,47,0.25182318075940735
129,11,50,0.4081778208079102
130,11,54,0.3995214537901714
131,11,56,0.30267864103871117
132,12,2,0.34931358405380414
133,12,3,0.5107615550822862
134,12,5,0.30758812297147026
135,12,10,0.3214540413219398
136,12,11,0.44992310704806737
137,12,13,0.1950536483389589
138,12,22,0.3155427176320031
139,12,30,0.4240460444374426
140,12,33,0.2488066323027096
141,12,34,0.10599392538271604
142,12,35,0.4857016102732751
143,12,39,0.5025993541871634
144,12,47,0.158851090787246
145,12,48,0.3342407150703462
146,12,50,0.46076577066064883
147,12,54,0.45523526391981994
148,12,56,0.19269762968618626
149,13,3,0.33497846976839113
150,13,5,0.30816394356833227
151,13,10,0.1918787752082885
152,13,11,0.4243270368890114
153,13,12,0.44026747687131484
154,13,17,0.19092909686870085
155,13,18,0.2965910034680157
156,13,22,0.3734252489611963
157,13,30,0.3731330537916445
158,13,31,0.3653825780909298
159,13,33,0.284868028262702
160,13,34,0.2790205285926273
161,13,35,0.3071769030974568
162,13,36,0.331044017814782
163,13,39,0.2593399200889538
164,13,47,0.4948033103588115
165,13,48,0.3858367922114305
166,13,50,0.446937067284097
167,13,54,0.21060329351187987
168,13,58,0.12473706818273819
169,14,6,0.41142144409491865
170,14,8,0.30447540592257094
171,14,10,0.2499939998259522
172,14,20,0.49915255130030034
173,14,24,0.4304874652912793
174,14,31,0.10655874500634273
175,14,36,0.31303518823710597
176,14,40,0.5313320291378357
177,14,44,0.3469357314651077
178,14,51,0.25069140759020575
179,14,55,0.18929784623267099
180,15,4,0.4972443473494324
181,15,16,0.49330722010470135
182,15,22,0.295203259964759
183,15,23,0.14614650528956327
184,15,25,0.3184124080182691
185,15,26,0.4621123391959212
186,15,28,0.43891362570808323
187,15,38,0.2921007858563183
