arc,orig,dest,cost
1,1,15,7.0
2,1,36,6.0
3,1,146,9.0
4,1,154,2.0
5,1,174,5.0
6,2,50,3.0
7,2,64,6.0
8,2,68,7.0
9,2,74,8.0
10,2,94,4.0
11,2,96,2.0
12,2,130,9.0
13,2,134,3.0
14,2,156,9.0
15,2,167,10.0
16,2,183,3.0
17,2,197,1.0
18,3,23,4.0
19,3,34,5.0
20,3,53,3.0
21,3,81,4.0
22,3,90,3.0
23,3,95,7.0
24,3,110,2.0
25,3,135,8.0
26,3,136,2.0
27,3,139,9.0
28,3,140,11.0
29,3,143,8.0
30,3,147,10.0
31,3,187,11.0
32,3,188,2.0
33,3,198,10.0
34,4,16,4.0
35,4,21,1.0
36,4,25,3.0
37,4,37,7.0
38,4,66,5.0
39,4,85,0.4462004345664064
40,4,107,0.4266914414416353
41,4,109,0.14906247553341012
42,4,141,0.0854259864839076
43,4,159,0.31781860172285725
44,4,161,0.45560662336539964
45,5,12,0.2114850358948216
46,5,39,0.3969377140400761
47,5,40,0.41635631141035273
48,5,44,0.24415760507715573
49,5,48,0.10551786949205323
50,5,61,0.437403390718305
51,5,78,0.38558788976989644
52,5,104,0.11229997623633642
53,5,126,0.33233387503496115
54,5,166,0.4785939645253595
55,5,185,0.38319599223092987
56,6,58,0.4356810646967011
57,6,63,0.4588848318569393
58,6,70,0.3681470251503239
59,6,72,0.04198327656852221
60,6,82,0.48644335380355785
61,6,89,0.1263941957276452
62,6,91,0.3105843283308104
63,6,102,0.19381996096190104
64,6,114,0.10588120780552362
65,6,144,0.4124414326213201
66,6,145,0.4761717574958793
67,6,159,0.18177742932853863
68,6,176,0.43760841825657754
69,7,10,0.3786596915512503
70,7,13,0.1252090984953947
71,7,18,0.2190728131477511
72,7,33,0.12699596146120692
73,7,43,0.05585233885403088
74,7,88,0.3987891835837174
75,7,112,0.27999335846044243
76,7,127,0.4165367733368605
77,7,137,0.44690269603237387
78,7,152,0.3146514973871534
79,7,162,0.21373958206809626
80,7,184,0.1080592839223511
81,7,185,0.4628560217901335
82,7,191,0.2608378193133076
83,8,9,0.322149255477103
84,8,14,0.491630772885634
85,8,19,0.3750549232695854
86,8,30,0.48246746044005173
87,8,52,0.20137818363185353
88,8,60,0.20674065804814543
89,8,75,0.3624631532331845
90,8,86,0.16758043739620473
91,8,88,0.355151587944102
92,8,112,0.21176880866887143
93,8,117,0.313621815539484
94,8,132,0.4685674609323683
95,8,153,0.4144446454576373
96,8,157,0.2023006699567306
97,8,170,0.5124144353320101
98,8,178,0.35172506687526595
99,8,188,0.3768454409066848
100,9,8,0.12012350141414953
101,9,14,0.4994563813149518
102,9,18,0.08286879761891167
103,9,19,0.25236174022230884
104,9,30,0.452106678481844
105,9,52,0.2037677606461888
106,9,60,0.12129572340962448
107,9,75,0.10692307331382407
108,9,86,0.17567995646076143
109,9,88,0.3040240382208413
110,9,112,0.446172424891955
111,9,117,0.2777686507843724
112,9,132,0.48613221726694844
