arc,orig,dest,cost
1,1,19,7
2,1,24,6
3,1,87,9
4,1,99,2
5,2,10,5
6,2,43,3
7,2,44,6
8,2,46,7
9,2,56,8
10,2,86,4
11,2,97,2
12,2,98,9
13,3,8,3
14,3,15,9
15,3,18,10
16,3,69,3
17,3,70,1
18,3,74,4
19,3,76,5
20,3,90,3
21,4,36,4
22,4,45,3
23,4,61,7
24,4,62,2
25,4,100,8
26,5,6,2
27,5,11,9
28,5,13,11
29,5,16,8
30,5,22,10
31,5,27,11
32,5,42,2
33,5,48,10
34,5,59,4
35,5,89,1
36,6,5,3
37,6,11,7
38,6,13,5
39,6,22,0.4462004345664064
40,6,27,0.4266914414416353
41,6,30,0.14906247553341012
42,6,48,0.0854259864839076
43,6,49,0.31781860172285725
44,6,67,0.45560662336539964
45,6,93,0.2114850358948216
46,7,11,0.3969377140400761
47,7,21,0.41635631141035273
48,7,22,0.24415760507715573
49,7,26,0.10551786949205323
50,7,27,0.437403390718305
51,7,30,0.38558788976989644
52,7,49,0.11229997623633642
53,7,57,0.33233387503496115
54,7,67,0.4785939645253595
55,7,75,0.38319599223092987
56,7,77,0.4356810646967011
57,7,93,0.4588848318569393
58,8,3,0.3681470251503239
59,8,9,0.04198327656852221
60,8,15,0.48644335380355785
61,8,17,0.1263941957276452
62,8,20,0.3105843283308104
63,8,35,0.19381996096190104
64,8,37,0.10588120780552362
65,8,40,0.4124414326213201
66,8,55,0.4761717574958793
67,8,65,0.18177742932853863
68,8,70,0.43760841825657754
69,8,74,0.3786596915512503
70,8,76,0.1252090984953947
71,8,80,0.2190728131477511
72,8,91,0.12699596146120692
73,9,8,0.05585233885403088
74,9,17,0.3987891835837174
75,9,33,0.27999335846044243
76,9,35,0.4165367733368605
77,9,37,0.44690269603237387
78,9,55,0.3146514973871534
79,9,65,0.21373958206809626
80,9,72,0.1080592839223511
81,9,79,0.4628560217901335
82,9,80,0.2608378193133076
83,9,82,0.322149255477103
84,10,2,0.491630772885634
85,10,38,0.3750549232695854
86,10,43,0.48246746044005173
87,10,46,0.20137818363185353
88,10,56,0.20674065804814543
89,10,85,0.3624631532331845
