arc,orig,dest,cost
1,1,16,7
2,1,54,6
3,1,119,9
4,2,11,2
5,2,40,5
6,2,43,3
7,2,50,6
8,2,53,7
9,2,56,8
10,2,66,4
11,2,69,2
12,2,90,9
13,2,91,3
14,2,94,9
15,2,107,10
16,2,108,3
17,2,109,1
18,3,16,4
19,3,28,5
20,3,38,3
21,3,54,4
22,3,87,3
23,3,93,7
24,3,95,2
25,3,99,8
26,3,102,2
27,3,103,9
28,3,118,11
29,3,119,8
30,4,12,10
31,4,18,11
32,4,25,2
33,4,34,10
34,4,62,4
35,4,70,1
36,4,81,3
37,4,83,7
38,4,84,5
39,4,85,0.4462004345664064
40,4,86,0.4266914414416353
41,4,92,0.14906247553341012
42,4,101,0.0854259864839076
43,4,116,0.31781860172285725
44,5,7,0.45560662336539964
45,5,8,0.2114850358948216
46,5,10,0.3969377140400761
47,5,19,0.41635631141035273
48,5,41,0.24415760507715573
49,5,46,0.10551786949205323
50,5,65,0.437403390718305
51,5,82,0.38558788976989644
52,5,97,0.11229997623633642
53,5,112,0.33233387503496115
54,5,117,0.4785939645253595
55,6,19,0.38319599223092987
56,6,29,0.4356810646967011
57,6,32,0.4588848318569393
58,6,37,0.3681470251503239
59,6,46,0.04198327656852221
60,6,63,0.48644335380355785
61,6,65,0.1263941957276452
62,6,67,0.3105843283308104
63,6,72,0.19381996096190104
64,6,77,0.10588120780552362
65,6,100,0.4124414326213201
66,6,105,0.4761717574958793
67,6,111,0.18177742932853863
68,6,114,0.43760841825657754
69,7,5,0.3786596915512503
70,7,8,0.1252090984953947
71,7,10,0.2190728131477511
72,7,19,0.12699596146120692
73,7,41,0.05585233885403088
74,7,46,0.3987891835837174
75,7,65,0.27999335846044243
76,7,67,0.4165367733368605
77,7,68,0.44690269603237387
78,7,77,0.3146514973871534
79,7,82,0.21373958206809626
80,7,112,0.1080592839223511
81,7,117,0.4628560217901335
82,8,5,0.2608378193133076
83,8,7,0.322149255477103
84,8,10,0.491630772885634
85,8,19,0.3750549232695854
86,8,25,0.48246746044005173
87,8,41,0.20137818363185353
88,8,65,0.20674065804814543
89,8,68,0.3624631532331845
90,8,82,0.16758043739620473
91,8,101,0.355151587944102
92,8,112,0.21176880866887143
93,8,117,0.313621815539484
94,9,19,0.4685674609323683
95,9,32,0.4144446454576373
96,9,45,0.2023006699567306
97,9,50,0.5124144353320101
98,9,61,0.35172506687526595
99,9,68,0.3768454409066848
100,9,72,0.12012350141414953
101,9,75,0.4994563813149518
102,9,77,0.08286879761891167
103,9,78,0.25236174022230884
104,9,100,0.452106678481844
105,9,105,0.2037677606461888
106,9,107,0.12129572340962448
107,9,108,0.10692307331382407
108,9,111,0.17567995646076143
109,10,5,0.3040240382208413
110,10,7,0.446172424891955
111,10,8,0.2777686507843724
112,10,35,0.48613221726694844
113,10,41,0.31637629645783677
114,10,46,0.43826622192566717
115,10,65,0.4480352510672719
116,10,70,0.25658367514454467
117,10,82,0.33452495548868016
118,10,84,0.45325530491927263
119,10,97,0.33219107332909215
120,10,112,0.37228966618947745
121,10,117,0.10766379637255195
122,11,2,0.05691625828008331
123,11,36,0.2742572991045045
124,11,40,0.1819425594134624
125,11,43,0.45766057682016004
126,11,53,0.2826654685996091
127,11,56,0.40817073852380203
128,11,66,0.25182318075940735
129,11,69,0.4081778208079102
130,11,90,0.3995214537901714
131,11,91,0.30267864103871117
132,11,94,0.34931358405380414
133,11,109,0.5107615550822862
134,12,4,0.30758812297147026
135,12,14,0.3214540413219398
136,12,18,0.44992310704806737
137,12,25,0.1950536483389589
138,12,27,0.3155427176320031
139,12,33,0.4240460444374426
140,12,48,0.2488066323027096
141,12,62,0.10599392538271604
142,12,76,0.4857016102732751
143,12,83,0.5025993541871634
144,12,85,0.158851090787246
145,12,86,0.3342407150703462
146,12,92,0.46076577066064883
147,12,106,0.45523526391981994
148,12,116,0.19269762968618626
149,13,33,0.33497846976839113
150,13,51,0.30816394356833227
151,13,57,0.1918787752082885
152,13,58,0.4243270368890114
153,13,73,0.44026747687131484
154,13,81,0.19092909686870085
155,13,88,0.2965910034680157
156,13,115,0.3734252489611963
157,13,116,0.3731330537916445
158,14,12,0.3653825780909298
159,14,27,0.284868028262702
160,14,30,0.2790205285926273
161,14,31,0.3071769030974568
162,14,33,0.331044017814782
163,14,43,0.2593399200889538
164,14,48,0.4948033103588115
165,14,53,0.3858367922114305
166,14,62,0.446937067284097
167,14,76,0.21060329351187987
168,14,86,0.12473706818273819
169,14,92,0.41142144409491865
170,14,96,0.30447540592257094
171,14,106,0.2499939998259522
172,14,116,0.49915255130030034
173,15,17,0.4304874652912793
174,15,26,0.10655874500634273
175,15,55,0.31303518823710597
176,15,98,0.5313320291378357
177,15,110,0.3469357314651077
178,16,1,0.25069140759020575
179,16,3,0.18929784623267099
180,16,28,0.4972443473494324
181,16,38,0.49330722010470135
182,16,54,0.295203259964759
183,16,79,0.14614650528956327
184,16,99,0.3184124080182691
185,16,119,0.4621123391959212
186,17,15,0.43891362570808323
187,17,24,0.2921007858563183
188,17,36,0.04149619271554264
189,17,52,0.4071492940444837
190,17,55,0.48238904939278965
191,17,89,0.4635807924957838
192,17,98,0.4118484156375484
193,17,110,0.46230397148189833
194,18,4,0.25030659283100826
195,18,12,0.2037127523728835
196,18,25,0.19144362483278746
197,18,34,0.06607637776177623
198,18,62,0.40221619792334584
199,18,70,0.4409230104940085
200,18,81,0.49581241643051877
201,18,83,0.42217118666780773
202,18,84,0.32892340089808664
