arc,orig,dest,cost
1,1,57,7
2,2,3,6
3,2,4,9
4,2,29,2
5,2,37,5
6,2,42,3
7,2,44,6
8,2,46,7
9,2,50,8
10,2,51,4
11,2,56,2
12,2,73,9
13,2,74,3
14,2,87,9
15,2,99,10
16,3,2,3
17,3,4,1
18,3,27,4
19,3,36,5
20,3,39,3
21,3,42,4
22,3,46,3
23,3,47,7
24,3,53,2
25,3,56,8
26,3,65,2
27,3,69,9
28,3,77,11
29,3,80,8
30,3,83,10
31,3,91,11
32,3,93,2
33,3,99,10
34,4,2,4
35,4,3,1
36,4,27,3
37,4,37,7
38,4,42,5
39,4,46,0.4462004345664064
40,4,53,0.4266914414416353
41,4,56,0.14906247553341012
42,4,73,0.0854259864839076
43,4,74,0.31781860172285725
44,4,91,0.45560662336539964
45,4,93,0.2114850358948216
46,4,99,0.3969377140400761
47,5,6,0.41635631141035273
48,5,16,0.24415760507715573
49,5,36,0.10551786949205323
50,5,39,0.437403390718305
51,5,40,0.38558788976989644
52,5,47,0.11229997623633642
53,5,65,0.33233387503496115
54,5,69,0.4785939645253595
55,5,71,0.38319599223092987
56,5,80,0.4356810646967011
57,5,85,0.4588848318569393
58,6,5,0.3681470251503239
59,6,16,0.04198327656852221
60,6,36,0.48644335380355785
61,6,48,0.1263941957276452
62,6,52,0.3105843283308104
63,6,69,0.19381996096190104
64,6,77,0.10588120780552362
65,6,80,0.4124414326213201
66,6,86,0.4761717574958793
67,6,91,0.18177742932853863
68,7,8,0.43760841825657754
69,7,18,0.3786596915512503
70,7,19,0.1252090984953947
71,7,23,0.2190728131477511
72,7,30,0.12699596146120692
73,7,41,0.05585233885403088
74,7,59,0.3987891835837174
75,7,62,0.27999335846044243
76,7,64,0.4165367733368605
77,7,66,0.44690269603237387
78,7,68,0.3146514973871534
79,7,79,0.21373958206809626
80,7,81,0.1080592839223511
81,7,94,0.4628560217901335
82,7,97,0.2608378193133076
83,7,98,0.322149255477103
84,8,7,0.491630772885634
85,8,18,0.3750549232695854
86,8,19,0.48246746044005173
87,8,30,0.20137818363185353
88,8,38,0.20674065804814543
89,8,59,0.3624631532331845
90,8,62,0.16758043739620473
91,8,64,0.355151587944102
92,8,66,0.21176880866887143
93,8,68,0.313621815539484
94,8,97,0.4685674609323683
95,8,98,0.4144446454576373
96,9,23,0.2023006699567306
97,9,34,0.5124144353320101
98,9,41,0.35172506687526595
99,9,43,0.3768454409066848
100,9,58,0.12012350141414953
101,9,67,0.4994563813149518
102,9,72,0.08286879761891167
103,9,78,0.25236174022230884
104,9,79,0.452106678481844
105,9,81,0.2037677606461888
106,10,53,0.12129572340962448
107,10,63,0.10692307331382407
108,10,74,0.17567995646076143
109,10,83,0.3040240382208413
110,10,88,0.446172424891955
111,10,89,0.2777686507843724
112,11,14,0.48613221726694844
113,11,17,0.31637629645783677
114,11,31,0.43826622192566717
115,11,54,0.4480352510672719
116,11,55,0.25658367514454467
117,11,76,0.33452495548868016
118,11,84,0.45325530491927263
119,11,90,0.33219107332909215
120,12,13,0.37228966618947745
121,12,20,0.10766379637255195
122,12,21,0.05691625828008331
123,12,24,0.2742572991045045
124,12,57,0.1819425594134624
125,12,63,0.45766057682016004
126,12,89,0.2826654685996091
127,12,92,0.40817073852380203
128,12,95,0.25182318075940735
129,12,96,0.4081778208079102
130,13,12,0.3995214537901714
131,13,20,0.30267864103871117
132,13,57,0.34931358405380414
133,13,82,0.5107615550822862
134,13,92,0.30758812297147026
135,13,95,0.3214540413219398
136,14,11,0.44992310704806737
137,14,17,0.1950536483389589
138,14,26,0.3155427176320031
139,14,31,0.4240460444374426
140,14,49,0.2488066323027096
141,14,55,0.10599392538271604
142,14,76,0.4857016102732751
143,14,84,0.5025993541871634
144,14,90,0.158851090787246
145,15,38,0.3342407150703462
146,15,70,0.46076577066064883
147,16,5,0.45523526391981994
148,16,6,0.19269762968618626
149,16,36,0.33497846976839113
150,16,39,0.30816394356833227
151,16,48,0.1918787752082885
152,16,65,0.4243270368890114
153,16,69,0.44026747687131484
154,16,80,0.19092909686870085
155,16,85,0.2965910034680157
156,17,11,0.3734252489611963
157,17,14,0.3731330537916445
158,17,31,0.3653825780909298
159,17,43,0.284868028262702
160,17,54,0.2790205285926273
161,17,55,0.3071769030974568
162,17,76,0.331044017814782
163,17,84,0.2593399200889538
164,17,90,0.4948033103588115
165,18,7,0.3858367922114305
166,18,8,0.446937067284097
167,18,19,0.21060329351187987
168,18,25,0.12473706818273819
169,18,38,0.41142144409491865
170,18,59,0.30447540592257094
171,18,62,0.2499939998259522
172,18,64,0.49915255130030034
173,18,68,0.4304874652912793
174,18,94,0.10655874500634273
175,18,97,0.31303518823710597
176,18,98,0.5313320291378357
177,19,7,0.3469357314651077
178,19,8,0.25069140759020575
179,19,18,0.18929784623267099
180,19,30,0.4972443473494324
181,19,62,0.49330722010470135
182,19,66,0.295203259964759
183,19,97,0.14614650528956327
184,19,98,0.3184124080182691
185,20,12,0.4621123391959212
186,20,13,0.43891362570808323
187,20,21,0.2921007858563183
188,20,24,0.04149619271554264
189,20,57,0.4071492940444837
190,20,82,0.48238904939278965
191,20,92,0.4635807924957838
192,20,95,0.4118484156375484
193,20,96,0.46230397148189833
194,21,12,0.25030659283100826
195,21,20,0.2037127523728835
196,21,24,0.19144362483278746
197,21,57,0.06607637776177623
198,21,63,0.40221619792334584
199,21,89,0.4409230104940085
200,21,92,0.49581241643051877
201,21,95,0.42217118666780773
202,21,96,0.32892340089808664
203,22,28,0.44438175573882877
204,22,29,0.42939876022741424
205,22,30,0.35130757447273325
206,22,33,0.19145287474085082
207,22,44,0.12968414230355518
208,22,50,0.22933478446585076
209,22,51,0.23875041175462328
210,22,60,0.48520871120796544
211,22,61,0.3382855286991154
212,22,66,0.2306160159814371
213,22,78,0.44221290959543896
214,23,7,0.0656475705920185
215,23,9,0.13518455482632613
216,23,34,0.33006675437755245
217,23,41,0.3638445338659619
