arc,orig,dest,cost
1,1,39,7
2,1,73,6
3,2,4,9
4,2,10,2
5,2,13,5
6,2,29,3
7,2,30,6
8,2,33,7
9,2,51,8
10,2,68,4
11,3,7,2
12,3,16,9
13,3,23,3
14,3,32,9
15,3,41,10
16,3,42,3
17,3,43,1
18,3,45,4
19,3,54,5
20,3,56,3
21,3,57,4
22,3,58,3
23,3,62,7
24,3,64,2
25,3,76,8
26,3,78,2
27,4,2,9
28,4,10,11
29,4,13,8
30,4,29,10
31,4,30,11
32,4,33,2
33,4,48,10
34,4,51,4
35,4,66,1
36,4,68,3
37,4,79,7
38,5,47,5
39,5,52,0.4462004345664064
40,5,76,0.4266914414416353
41,5,80,0.14906247553341012
42,6,8,0.0854259864839076
43,6,9,0.31781860172285725
44,6,12,0.45560662336539964
45,6,14,0.2114850358948216
46,6,19,0.3969377140400761
47,6,21,0.41635631141035273
48,6,22,0.24415760507715573
49,6,28,0.10551786949205323
50,6,34,0.437403390718305
51,6,40,0.38558788976989644
52,6,44,0.11229997623633642
53,6,49,0.33233387503496115
54,6,50,0.4785939645253595
55,6,59,0.38319599223092987
56,6,60,0.4356810646967011
57,6,63,0.4588848318569393
58,6,65,0.3681470251503239
59,6,67,0.04198327656852221
60,6,75,0.48644335380355785
61,7,3,0.1263941957276452
62,7,16,0.3105843283308104
63,7,23,0.19381996096190104
64,7,41,0.10588120780552362
65,7,45,0.4124414326213201
66,7,54,0.4761717574958793
67,7,56,0.18177742932853863
68,7,62,0.43760841825657754
69,7,76,0.3786596915512503
70,7,78,0.1252090984953947
71,8,6,0.2190728131477511
72,8,12,0.12699596146120692
73,8,20,0.05585233885403088
74,8,22,0.3987891835837174
75,8,26,0.27999335846044243
76,8,31,0.4165367733368605
77,8,40,0.44690269603237387
78,8,48,0.3146514973871534
79,8,50,0.21373958206809626
80,8,55,0.1080592839223511
81,8,59,0.4628560217901335
82,8,60,0.2608378193133076
83,8,65,0.322149255477103
84,8,73,0.491630772885634
85,8,74,0.3750549232695854
86,9,6,0.48246746044005173
87,9,14,0.20137818363185353
88,9,19,0.20674065804814543
89,9,21,0.3624631532331845
90,9,25,0.16758043739620473
91,9,34,0.355151587944102
92,9,40,0.21176880866887143
93,9,44,0.313621815539484
94,9,46,0.4685674609323683
95,9,49,0.4144446454576373
96,9,63,0.2023006699567306
97,9,67,0.5124144353320101
98,9,75,0.35172506687526595
99,10,2,0.3768454409066848
100,10,4,0.12012350141414953
101,10,13,0.4994563813149518
102,10,29,0.08286879761891167
103,10,30,0.25236174022230884
104,10,33,0.452106678481844
105,10,51,0.2037677606461888
106,10,68,0.12129572340962448
107,10,79,0.10692307331382407
108,11,38,0.17567995646076143
109,11,53,0.3040240382208413
110,11,61,0.446172424891955
111,11,71,0.2777686507843724
112,11,72,0.48613221726694844
113,12,6,0.31637629645783677
114,12,8,0.43826622192566717
115,12,19,0.4480352510672719
116,12,21,0.25658367514454467
117,12,28,0.33452495548868016
118,12,40,0.45325530491927263
119,12,44,0.33219107332909215
120,12,48,0.37228966618947745
121,12,49,0.10766379637255195
122,12,59,0.05691625828008331
123,12,60,0.2742572991045045
124,12,65,0.1819425594134624
125,12,67,0.45766057682016004
126,12,75,0.2826654685996091
127,13,2,0.40817073852380203
128,13,4,0.25182318075940735
129,13,10,0.4081778208079102
130,13,29,0.3995214537901714
131,13,30,0.30267864103871117
132,13,33,0.34931358405380414
133,13,51,0.5107615550822862
134,13,68,0.30758812297147026
135,13,79,0.3214540413219398
136,14,6,0.44992310704806737
137,14,9,0.1950536483389589
138,14,22,0.3155427176320031
139,14,34,0.4240460444374426
140,14,40,0.2488066323027096
141,14,44,0.10599392538271604
142,14,49,0.4857016102732751
143,14,50,0.5025993541871634
144,14,63,0.158851090787246
145,14,67,0.3342407150703462
146,15,17,0.46076577066064883
147,15,18,0.45523526391981994
148,15,24,0.19269762968618626
149,15,27,0.33497846976839113
150,15,35,0.30816394356833227
151,15,36,0.1918787752082885
152,15,37,0.4243270368890114
153,15,52,0.44026747687131484
154,15,57,0.19092909686870085
155,15,58,0.2965910034680157
156,15,66,0.3734252489611963
157,15,69,0.3731330537916445
