arc,orig,dest,cost
1,1,12,7.0
2,1,21,6.0
3,1,67,9.0
4,1,82,2.0
5,1,113,5.0
6,1,115,3.0
7,1,133,6.0
8,1,136,7.0
9,1,156,8.0
10,2,10,4.0
11,2,23,2.0
12,2,68,9.0
13,2,95,3.0
14,2,104,9.0
15,2,106,10.0
16,2,122,3.0
17,2,129,1.0
18,3,12,4.0
19,3,21,5.0
20,3,38,3.0
21,3,41,4.0
22,3,67,3.0
23,3,76,7.0
24,3,78,2.0
25,3,82,8.0
26,3,99,2.0
27,3,115,9.0
28,3,128,11.0
29,3,136,8.0
30,3,151,10.0
31,3,156,11.0
32,4,30,2.0
33,4,38,10.0
34,4,47,4.0
35,4,56,1.0
36,4,65,3.0
37,4,78,7.0
38,4,98,5.0
39,4,101,0.4462004345664064
40,4,120,0.4266914414416353
41,4,128,0.14906247553341012
42,4,130,0.0854259864839076
43,4,143,0.31781860172285725
44,4,145,0.45560662336539964
45,4,152,0.2114850358948216
46,4,154,0.3969377140400761
47,5,19,0.41635631141035273
48,5,34,0.24415760507715573
49,5,49,0.10551786949205323
50,5,71,0.437403390718305
51,5,74,0.38558788976989644
52,5,108,0.11229997623633642
53,5,114,0.33233387503496115
54,5,121,0.4785939645253595
55,5,137,0.38319599223092987
56,5,157,0.4356810646967011
57,6,10,0.4588848318569393
58,6,18,0.3681470251503239
59,6,23,0.04198327656852221
60,6,25,0.48644335380355785
61,6,26,0.1263941957276452
62,6,36,0.3105843283308104
63,6,59,0.19381996096190104
64,6,68,0.10588120780552362
65,6,97,0.4124414326213201
66,6,106,0.4761717574958793
67,6,132,0.18177742932853863
68,6,146,0.43760841825657754
69,6,158,0.3786596915512503
70,7,28,0.1252090984953947
71,7,29,0.2190728131477511
72,7,35,0.12699596146120692
73,7,39,0.05585233885403088
74,7,44,0.3987891835837174
75,7,50,0.27999335846044243
76,7,53,0.4165367733368605
77,7,66,0.44690269603237387
78,7,73,0.3146514973871534
79,7,80,0.21373958206809626
80,7,93,0.1080592839223511
81,7,110,0.4628560217901335
82,7,124,0.2608378193133076
83,7,131,0.322149255477103
84,7,135,0.491630772885634
85,7,142,0.3750549232695854
86,7,150,0.48246746044005173
87,8,11,0.20137818363185353
88,8,16,0.20674065804814543
89,8,28,0.3624631532331845
90,8,44,0.16758043739620473
91,8,46,0.355151587944102
92,8,50,0.21176880866887143
93,8,61,0.313621815539484
94,8,62,0.4685674609323683
95,8,83,0.4144446454576373
96,8,91,0.2023006699567306
97,8,93,0.5124144353320101
98,8,103,0.35172506687526595
99,8,123,0.3768454409066848
100,8,124,0.12012350141414953
101,8,135,0.4994563813149518
102,8,148,0.08286879761891167
103,9,17,0.25236174022230884
104,9,26,0.452106678481844
105,9,54,0.2037677606461888
106,9,59,0.12129572340962448
107,9,94,0.10692307331382407
108,9,146,0.17567995646076143
109,9,155,0.3040240382208413
110,9,158,0.446172424891955
111,10,2,0.2777686507843724
