arc,orig,dest,cost
1,1,43,7
2,1,45,6
3,1,51,9
4,2,8,2
5,2,9,5
6,2,10,3
7,2,13,6
8,2,14,7
9,2,17,8
10,2,21,4
11,2,22,2
12,2,31,9
13,2,34,3
14,2,36,9
15,2,37,10
16,2,41,3
17,2,49,1
18,2,55,4
19,2,59,5
20,2,61,3
21,2,64,4
22,2,65,3
23,2,78,7
24,3,32,2
25,3,58,8
26,3,66,2
27,3,67,9
28,3,70,11
29,4,9,8
30,4,11,10
31,4,23,11
32,4,40,2
33,4,52,10
34,4,76,4
35,4,78,1
36,5,6,3
37,5,16,7
38,5,18,5
39,5,22,0.4462004345664064
40,5,24,0.4266914414416353
41,5,29,0.14906247553341012
42,5,33,0.0854259864839076
43,5,39,0.31781860172285725
44,5,42,0.45560662336539964
45,5,48,0.2114850358948216
46,5,54,0.3969377140400761
47,5,56,0.41635631141035273
48,5,69,0.24415760507715573
49,5,75,0.10551786949205323
50,5,79,0.437403390718305
51,6,5,0.38558788976989644
52,6,16,0.11229997623633642
53,6,18,0.33233387503496115
54,6,24,0.4785939645253595
55,6,29,0.38319599223092987
56,6,33,0.4356810646967011
57,6,39,0.4588848318569393
58,6,48,0.3681470251503239
59,6,54,0.04198327656852221
60,6,75,0.48644335380355785
61,6,79,0.1263941957276452
62,7,25,0.3105843283308104
63,7,28,0.19381996096190104
64,7,53,0.10588120780552362
65,7,55,0.4124414326213201
66,7,57,0.4761717574958793
67,7,62,0.18177742932853863
68,7,65,0.43760841825657754
69,7,71,0.3786596915512503
70,7,73,0.1252090984953947
71,7,77,0.2190728131477511
72,8,2,0.12699596146120692
73,8,9,0.05585233885403088
74,8,10,0.3987891835837174
75,8,13,0.27999335846044243
76,8,14,0.4165367733368605
77,8,15,0.44690269603237387
78,8,17,0.3146514973871534
79,8,21,0.21373958206809626
80,8,22,0.1080592839223511
81,8,26,0.4628560217901335
82,8,31,0.2608378193133076
83,8,41,0.322149255477103
84,8,59,0.491630772885634
85,8,61,0.3750549232695854
86,8,64,0.48246746044005173
87,8,78,0.20137818363185353
88,9,2,0.20674065804814543
89,9,4,0.3624631532331845
90,9,8,0.16758043739620473
91,9,11,0.355151587944102
92,9,14,0.21176880866887143
93,9,15,0.313621815539484
94,9,23,0.4685674609323683
95,9,31,0.4144446454576373
96,9,37,0.2023006699567306
97,9,40,0.5124144353320101
98,9,41,0.35172506687526595
99,9,52,0.3768454409066848
100,9,59,0.12012350141414953
101,9,61,0.4994563813149518
102,9,64,0.08286879761891167
103,9,65,0.25236174022230884
104,9,76,0.452106678481844
105,9,78,0.2037677606461888
106,10,2,0.12129572340962448
107,10,8,0.10692307331382407
108,10,13,0.17567995646076143
109,10,14,0.3040240382208413
110,10,17,0.446172424891955
111,10,21,0.2777686507843724
112,10,22,0.48613221726694844
113,10,31,0.31637629645783677
114,10,34,0.43826622192566717
115,10,36,0.4480352510672719
116,10,41,0.25658367514454467
117,10,49,0.33452495548868016
118,10,55,0.45325530491927263
119,10,59,0.33219107332909215
120,10,61,0.37228966618947745
121,10,64,0.10766379637255195
122,10,78,0.05691625828008331
123,11,4,0.2742572991045045
124,11,9,0.1819425594134624
125,11,14,0.45766057682016004
126,11,23,0.2826654685996091
127,11,35,0.40817073852380203
128,11,37,0.25182318075940735
129,11,40,0.4081778208079102
130,11,43,0.3995214537901714
