arc,orig,dest,cost
1,1,17,7
2,1,27,6
3,1,50,9
4,1,53,2
5,1,59,5
6,2,6,3
7,2,13,6
8,2,15,7
9,2,19,8
10,2,21,4
11,2,38,2
12,2,45,9
13,2,55,3
14,2,57,9
15,2,64,10
16,2,74,3
17,3,5,1
18,3,9,4
19,3,10,5
20,3,23,3
21,3,34,4
22,3,35,3
23,3,39,7
24,3,41,2
25,3,42,8
26,3,48,2
27,3,72,9
28,3,75,11
29,4,12,8
30,4,36,10
31,4,40,11
32,4,52,2
33,4,63,10
34,4,67,4
35,4,68,1
36,4,70,3
37,4,78,7
38,5,3,5
39,5,12,0.4462004345664064
40,5,35,0.4266914414416353
41,5,39,0.14906247553341012
42,5,40,0.0854259864839076
43,5,46,0.31781860172285725
44,5,52,0.45560662336539964
45,5,63,0.2114850358948216
46,5,69,0.3969377140400761
47,5,70,0.41635631141035273
48,6,2,0.24415760507715573
49,6,8,0.10551786949205323
50,6,10,0.437403390718305
51,6,13,0.38558788976989644
52,6,14,0.11229997623633642
53,6,15,0.33233387503496115
54,6,21,0.4785939645253595
55,6,28,0.38319599223092987
56,6,45,0.4356810646967011
57,6,54,0.4588848318569393
58,6,55,0.3681470251503239
59,6,57,0.04198327656852221
60,6,64,0.48644335380355785
61,6,74,0.1263941957276452
62,6,79,0.3105843283308104
63,7,20,0.19381996096190104
64,7,22,0.10588120780552362
65,7,26,0.4124414326213201
66,7,28,0.4761717574958793
67,7,29,0.18177742932853863
68,7,30,0.43760841825657754
69,7,31,0.3786596915512503
70,7,47,0.1252090984953947
71,7,56,0.2190728131477511
72,7,66,0.12699596146120692
73,8,6,0.05585233885403088
74,8,10,0.3987891835837174
75,8,11,0.27999335846044243
76,8,13,0.4165367733368605
77,8,14,0.44690269603237387
78,8,28,0.3146514973871534
79,8,29,0.21373958206809626
80,8,33,0.1080592839223511
81,8,45,0.4628560217901335
82,8,54,0.2608378193133076
83,8,65,0.322149255477103
84,8,71,0.491630772885634
85,8,73,0.3750549232695854
86,8,79,0.48246746044005173
87,9,3,0.20137818363185353
88,9,23,0.20674065804814543
89,9,27,0.3624631532331845
90,9,34,0.16758043739620473
91,9,35,0.355151587944102
92,9,42,0.21176880866887143
93,9,48,0.313621815539484
94,9,50,0.4685674609323683
95,9,72,0.4144446454576373
96,9,75,0.2023006699567306
97,10,3,0.5124144353320101
98,10,6,0.35172506687526595
99,10,8,0.3768454409066848
100,10,13,0.12012350141414953
101,10,14,0.4994563813149518
102,10,23,0.08286879761891167
103,10,34,0.25236174022230884
104,10,41,0.452106678481844
105,10,54,0.2037677606461888
106,10,64,0.12129572340962448
107,10,79,0.10692307331382407
108,11,8,0.17567995646076143
109,11,20,0.3040240382208413
110,11,28,0.446172424891955
111,11,29,0.2777686507843724
112,11,32,0.48613221726694844
113,11,33,0.31637629645783677
114,11,36,0.43826622192566717
115,11,37,0.4480352510672719
116,11,54,0.25658367514454467
117,11,56,0.33452495548868016
118,11,62,0.45325530491927263
119,11,65,0.33219107332909215
120,11,71,0.37228966618947745
121,11,73,0.10766379637255195
122,12,4,0.05691625828008331
123,12,5,0.2742572991045045
124,12,39,0.1819425594134624
125,12,40,0.45766057682016004
126,12,46,0.2826654685996091
127,12,52,0.40817073852380203
128,12,63,0.25182318075940735
129,12,67,0.4081778208079102
130,12,68,0.3995214537901714
131,12,69,0.30267864103871117
132,12,70,0.34931358405380414
133,12,78,0.5107615550822862
134,13,2,0.30758812297147026
135,13,6,0.3214540413219398
136,13,8,0.44992310704806737
137,13,10,0.1950536483389589
138,13,14,0.3155427176320031
139,13,15,0.4240460444374426
140,13,21,0.2488066323027096
141,13,45,0.10599392538271604
142,13,47,0.4857016102732751
143,13,55,0.5025993541871634
144,13,57,0.158851090787246
145,13,74,0.3342407150703462
146,13,79,0.46076577066064883
147,14,6,0.45523526391981994
148,14,8,0.19269762968618626
149,14,10,0.33497846976839113
150,14,13,0.30816394356833227
151,14,15,0.1918787752082885
152,14,22,0.4243270368890114
153,14,28,0.44026747687131484
154,14,29,0.19092909686870085
155,14,30,0.2965910034680157
156,14,45,0.3734252489611963
157,14,47,0.3731330537916445
158,14,54,0.3653825780909298
159,14,57,0.284868028262702
160,14,73,0.2790205285926273
161,14,74,0.3071769030974568
162,14,79,0.331044017814782
163,15,2,0.2593399200889538
164,15,6,0.4948033103588115
165,15,13,0.3858367922114305
166,15,14,0.446937067284097
167,15,21,0.21060329351187987
168,15,45,0.12473706818273819
169,15,47,0.41142144409491865
170,15,55,0.30447540592257094
171,15,57,0.2499939998259522
172,15,74,0.49915255130030034
173,15,79,0.4304874652912793
174,16,20,0.10655874500634273
175,16,32,0.31303518823710597
176,16,33,0.5313320291378357
177,16,37,0.3469357314651077
178,16,56,0.25069140759020575
179,16,58,0.18929784623267099
180,16,62,0.4972443473494324
181,16,76,0.49330722010470135
182,17,1,0.295203259964759
183,17,27,0.14614650528956327
184,17,42,0.3184124080182691
185,17,46,0.4621123391959212
186,17,50,0.43891362570808323
187,17,53,0.2921007858563183
188,17,59,0.04149619271554264
189,17,69,0.4071492940444837
190,17,72,0.48238904939278965
191,18,25,0.4635807924957838
192,18,43,0.4118484156375484
193,18,44,0.46230397148189833
194,18,61,0.25030659283100826
195,19,2,0.2037127523728835
196,19,21,0.19144362483278746
197,19,38,0.06607637776177623
198,19,49,0.40221619792334584
199,19,51,0.4409230104940085
200,19,55,0.49581241643051877
201,19,60,0.42217118666780773
202,19,64,0.32892340089808664
203,19,77,0.44438175573882877
204,20,7,0.42939876022741424
205,20,11,0.35130757447273325
206,20,16,0.19145287474085082
207,20,28,0.12968414230355518
208,20,29,0.22933478446585076
209,20,30,0.23875041175462328
210,20,32,0.48520871120796544
211,20,33,0.3382855286991154
212,20,37,0.2306160159814371
213,20,56,0.44221290959543896
214,20,58,0.0656475705920185
215,20,62,0.13518455482632613
216,20,65,0.33006675437755245
217,20,66,0.3638445338659619
218,20,71,0.49351314294235826
219,20,73,0.43171397059016975
220,20,76,0.33308841801306305
221,21,2,0.4906729722039393
222,21,6,0.35096547440573655
223,21,13,0.34988193132133527
224,21,15,0.40037867442644914
225,21,19,0.2226032259298323
226,21,38,0.3455017743351482
227,21,41,0.1032851200749234
228,21,49,0.5154620810274064
229,21,51,0.4466196777364201
230,21,55,0.05306858034801963
231,21,60,0.5042013542023962
232,21,64,0.4390202142375961
233,21,77,0.2356336352448161
234,21,79,0.3745287183114998
235,22,7,0.10675019227676645
236,22,14,0.4916652432653201
237,22,28,0.052396971032977496
238,22,29,0.4971911489431037
239,22,30,0.5199150650676145
240,22,31,0.14393044748457817
241,22,45,0.2387673277105387
242,22,47,0.3890079049049283
243,22,56,0.134453496261588
244,22,66,0.15939723417860283
245,23,3,0.4056455916798635
246,23,9,0.43110694838470776
247,23,10,0.4845966574542015
248,23,24,0.433060952456645
249,23,34,0.49952555303202906
250,23,35,0.15031428012177409
251,23,41,0.38293572734598624
252,23,48,0.25610728889753837
253,23,51,0.11773713976636846
254,23,64,0.09684285868831785
255,23,75,0.37356199227253
256,23,77,0.23692077311509874
257,24,23,0.37205539306339025
258,24,34,0.44719706272572085
259,24,41,0.4942207403852643
260,24,48,0.38113126077669596
261,24,49,0.36406048819310116
262,24,51,0.35280014381230185
263,24,64,0.48067722304576055
264,24,75,0.3263807771444219
265,24,77,0.3365114597571061
266,25,18,0.3406275794404227
267,25,43,0.47901387064837
268,25,44,0.2744664599449284
269,25,58,0.4659216490693856
270,25,61,0.5126872422694523
271,26,7,0.45141536297312046
272,26,30,0.183825518855204
273,26,31,0.06332205923106028
274,26,56,0.2548213226798538
275,26,66,0.4395408045510845
276,26,80,0.47345635345528436
277,27,1,0.2851337336204348
278,27,9,0.1728350413751016
279,27,17,0.20261293690485374
280,27,42,0.4462897070214255
281,27,50,0.1753882517091602
282,27,53,0.47707722625861104
283,27,59,0.5009060910281495
284,27,72,0.18455366379652327
285,28,6,0.4762674319674022
286,28,7,0.18783768084471106
